time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base,taker_quote,ignore
2026-02-21 00:00:00,0.10011,0.10029,0.09899,0.09994,84241311.0,1771646399999,8394408.14701000,83653,30967177.00000000,3087569.71223000,0
2026-02-21 04:00:00,0.09995,0.10022,0.09966,0.10009,23238538.0,1771660799999,2322960.95171000,43345,10970400.00000000,1096750.16468000,0
2026-02-21 08:00:00,0.10009,0.10098,0.09983,0.10006,53659264.0,1771675199999,5382630.35489000,72346,27628903.00000000,2771978.53239000,0
2026-02-21 12:00:00,0.10007,0.10081,0.09968,0.10002,66211502.0,1771689599999,6640667.50654000,89715,34307223.00000000,3441046.09784000,0
2026-02-21 16:00:00,0.10003,0.10007,0.09899,0.09947,89563089.0,1771703999999,8911869.23053000,80430,29870401.00000000,2974251.18646000,0
2026-02-21 20:00:00,0.09946,0.09958,0.0984,0.09841,49417020.0,1771718399999,4893964.75743000,63942,19780734.00000000,1959547.58336000,0
2026-02-22 00:00:00,0.09842,0.09855,0.09675,0.09742,79495662.0,1771732799999,7757920.27827000,98623,31171478.00000000,3042221.10529000,0
2026-02-22 04:00:00,0.09742,0.09752,0.0969,0.0973,40668734.0,1771747199999,3954185.96860000,51678,17401363.00000000,1691774.85365000,0
2026-02-22 08:00:00,0.0973,0.09766,0.09706,0.09735,27392232.0,1771761599999,2665620.31254000,38268,12210330.00000000,1188463.08095000,0
2026-02-22 12:00:00,0.09735,0.0974,0.09513,0.09576,122129850.0,1771775999999,11739219.14323000,133008,54980584.00000000,5283518.16878000,0
2026-02-22 16:00:00,0.09576,0.0959,0.09469,0.09508,76734488.0,1771790399999,7301459.15383000,71110,30264724.00000000,2880639.82483000,0
2026-02-22 20:00:00,0.09509,0.09597,0.09457,0.09558,47158607.0,1771804799999,4495496.09218000,58010,23612781.00000000,2251403.48966000,0
2026-02-23 00:00:00,0.09559,0.09577,0.09145,0.09275,312680182.0,1771819199999,28979983.34532000,351295,127244319.00000000,11794122.38605000,0
2026-02-23 04:00:00,0.09275,0.09527,0.0923,0.09488,87075182.0,1771833599999,8164582.61988000,116636,44990127.00000000,4223677.95240000,0
2026-02-23 08:00:00,0.09487,0.09714,0.0944,0.09671,102843553.0,1771847999999,9894594.32373000,121691,56068700.00000000,5400467.26001000,0
2026-02-23 12:00:00,0.09672,0.0976,0.09491,0.09496,142897419.0,1771862399999,13796197.88230000,201138,55320170.00000000,5344065.87504000,0
2026-02-23 16:00:00,0.09495,0.09542,0.09256,0.09286,135268161.0,1771876799999,12704631.38290000,198008,61222760.00000000,5750132.12155000,0
2026-02-23 20:00:00,0.09286,0.09355,0.09249,0.09266,105080624.0,1771891199999,9786554.08625000,90727,68047590.00000000,6338073.92204000,0
2026-02-24 00:00:00,0.09267,0.0936,0.09095,0.0921,173927812.0,1771905599999,16057030.27763000,224001,93262620.00000000,8615710.37435000,0
2026-02-24 04:00:00,0.09211,0.09217,0.09063,0.09126,98185182.0,1771919999999,8965769.43394000,140968,46413693.00000000,4237333.84997000,0
2026-02-24 08:00:00,0.09126,0.0917,0.09072,0.0913,59588802.0,1771934399999,5436759.27855000,78981,33192693.00000000,3028515.95698000,0
2026-02-24 12:00:00,0.0913,0.09257,0.08996,0.09176,171850904.0,1771948799999,15687419.68263000,196526,95255863.00000000,8708181.69601000,0
2026-02-24 16:00:00,0.09176,0.0927,0.09138,0.09202,124391980.0,1771963199999,11440745.05160000,136049,71121526.00000000,6540633.15315000,0
2026-02-24 20:00:00,0.09202,0.09239,0.09133,0.09137,62073589.0,1771977599999,5703646.68981000,65458,33793480.00000000,3105831.73007000,0
2026-02-25 00:00:00,0.09138,0.09497,0.0909,0.09276,203459056.0,1771991999999,19017713.94914000,239864,102928327.00000000,9622641.21772000,0
2026-02-25 04:00:00,0.09276,0.09297,0.09138,0.09284,71787417.0,1772006399999,6623151.81550000,93030,33787374.00000000,3117309.07985000,0
2026-02-25 08:00:00,0.09284,0.09427,0.0925,0.09408,73572520.0,1772020799999,6879764.14420000,98374,38243108.00000000,3577091.28571000,0
2026-02-25 12:00:00,0.09407,0.10268,0.09403,0.10157,492184777.0,1772035199999,48909621.02253000,486119,252846826.00000000,25049737.60811000,0
2026-02-25 16:00:00,0.10158,0.10431,0.1008,0.10407,299382519.0,1772049599999,30742064.27975000,356764,151949343.00000000,15604314.14178000,0
2026-02-25 20:00:00,0.10407,0.10618,0.09947,0.10095,326797885.0,1772063999999,33773551.96367000,348544,146177424.00000000,15111147.50951000,0
2026-02-26 00:00:00,0.10095,0.1016,0.09982,0.10082,177393661.0,1772078399999,17853097.18697000,260531,86762653.00000000,8738548.26933000,0
2026-02-26 04:00:00,0.10082,0.1017,0.0993,0.09957,104417624.0,1772092799999,10485320.96659000,171235,53598489.00000000,5390025.58245000,0
